bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,date_year,date_month,date_day_encoded,city_encoded,statezip_encoded,country_encoded,price
3.0,2.5,7.979681302387741,10.449525868057862,1.0,0,4,4,1800,7.02197642307216,1954,1983,2014,5,1,35,55,0,1015000.0
3.0,1.0,6.898714534329988,8.98882050177807,1.0,0,0,4,990,0.0,1966,0,2014,5,1,32,36,0,225000.0
4.0,2.5,8.019941687677365,8.837536046107568,2.0,0,0,3,3040,0.0,1999,0,2014,5,1,33,42,0,647000.0
3.0,1.5,7.223295679562314,9.044403844431551,1.0,0,0,4,1370,0.0,1961,2001,2014,5,1,1,45,0,185000.0
3.0,2.5,7.57095858316901,8.502688505213357,2.0,0,0,3,1940,0.0,2004,2003,2014,5,1,32,36,0,335000.0
3.0,2.5,6.947937068614969,7.880048200971577,2.0,0,0,3,720,5.771441123130016,2004,2003,2014,5,1,35,57,0,210000.0
4.0,2.25,7.496097345175956,9.06230429314878,1.0,0,0,4,1360,6.089044875446846,1980,0,2014,5,1,19,21,0,522000.0
3.0,1.75,7.450660796211539,8.517393171418904,1.0,0,0,3,1720,0.0,1954,2014,2014,5,1,35,59,0,770000.0
3.0,1.0,6.8885724595653635,8.761080103868347,1.0,0,0,3,760,5.3981627015177525,1941,1994,2014,5,1,35,54,0,499950.0
4.0,2.5,8.042699496897637,8.723068501163928,2.0,0,0,3,3110,0.0,2004,2003,2014,5,1,31,31,0,751000.0
5.0,3.0,7.650168700845001,8.951051374025619,1.0,0,0,3,1250,6.7464121285733745,2013,1923,2014,5,1,6,69,0,330000.0
3.0,1.5,7.611347717403621,9.33776566023142,1.0,0,0,4,1190,6.7226297948554485,1956,0,2014,5,1,19,21,0,465000.0
4.0,1.75,7.762596048540069,9.385553389532843,1.0,0,0,4,2350,0.0,1961,2001,2014,5,1,23,25,0,850000.0
4.0,2.25,8.098946748943339,9.41979059615839,1.5,0,0,4,3290,0.0,1968,0,2014,5,1,23,25,0,947500.0
5.0,2.25,7.687538766201629,8.963672275615016,2.0,0,0,3,2180,0.0,1986,0,2014,5,1,21,23,0,302000.0
2.0,2.25,7.1631723908466425,7.19668657083435,3.0,0,0,3,1290,0.0,2007,0,2014,5,1,35,50,0,500000.0
3.0,1.0,7.2868764117507,9.18512512283512,1.0,0,0,4,1460,0.0,1969,0,2014,5,1,18,26,0,201000.0
2.0,1.0,7.1631723908466425,7.947678571301568,2.0,0,0,3,1290,0.0,2008,0,2014,5,1,31,32,0,265000.0
4.0,2.5,7.762596048540069,8.055475141757274,1.5,0,0,4,1690,6.493753839851686,1910,0,2014,5,1,35,47,0,870300.0
3.0,1.0,6.985641817639208,8.999742789830492,1.0,0,0,4,1080,0.0,1955,2009,2014,5,1,36,67,0,339000.0
4.0,2.5,7.890208213109961,9.507774735870642,2.0,0,0,4,2670,0.0,1989,0,2014,5,1,16,17,0,690000.0
4.0,3.25,8.210939733379021,8.658692753689937,2.0,0,0,3,2840,6.734591659972948,2003,0,2014,5,1,16,15,0,788000.0
3.0,1.75,7.273092595999522,8.99230873254815,1.0,0,0,3,960,6.175867270105761,1951,1994,2014,5,1,35,60,0,315275.0
4.0,1.75,7.57095858316901,8.476579508530941,1.0,0,0,5,1030,6.814542897259958,1922,1956,2014,5,1,35,59,0,505000.0
3.0,1.0,7.155396301896734,9.200189020919808,1.0,0,0,3,1280,0.0,1968,1997,2014,5,1,42,41,0,368000.0
3.0,2.75,8.000014093678072,10.208948146339551,1.5,1,2,5,2180,6.68586094706836,1917,0,2014,5,1,6,68,0,947500.0
3.0,1.0,6.878326468291325,9.057305735807121,1.0,0,0,3,970,0.0,1959,1989,2014,5,1,14,2,0,156000.0
4.0,3.0,7.65491704784832,8.517393171418904,1.5,0,2,4,1640,6.154858094016418,1930,0,2014,5,1,35,63,0,610000.0
2.0,2.5,7.300472814267799,7.222566018822171,3.0,0,0,3,1480,0.0,2009,0,2014,5,1,31,31,0,420000.0
2.0,1.0,6.55250788703459,9.26302769425519,1.0,0,0,3,700,0.0,1953,0,2014,5,1,26,68,0,192000.0
3.0,2.0,7.901377353792616,8.71948076085107,1.0,0,0,4,1350,7.208600337960199,1962,0,2014,5,1,35,54,0,910000.0
4.0,3.25,7.754052639035757,9.178643285232928,2.0,0,3,3,2330,0.0,1918,0,2014,5,1,35,53,0,1300000.0
5.0,1.75,8.125926802707886,9.904586947979428,1.0,0,0,4,1690,7.43307534889858,1963,0,2014,5,1,8,3,0,1346400.0
4.0,2.75,7.8636512654486515,7.919719760924575,1.5,0,0,3,1620,6.8885724595653635,1936,0,2014,5,1,35,52,0,840000.0
2.0,1.75,7.215975002651466,8.999742789830492,1.0,0,0,3,860,6.2166061010848646,1975,0,2014,5,1,35,70,0,300000.0
4.0,2.5,7.930565854233965,8.759354748566208,1.0,0,0,3,1590,7.0825485693553,1978,0,2014,5,1,19,22,0,505000.0
3.0,1.0,7.1316985104669115,10.880760489345077,1.0,0,0,5,1250,0.0,1945,0,2014,5,1,21,23,0,110000.0
3.0,2.5,7.8713112033234065,9.099520536870939,2.0,0,0,3,2620,0.0,1992,0,2014,5,1,3,5,0,746000.0
3.0,1.5,7.208600337960199,8.938662873666118,1.0,0,0,5,1350,0.0,1941,0,2014,5,1,6,68,0,211000.0
4.0,3.0,7.783640596221253,8.114025442356757,1.0,0,0,4,1200,7.0909098220799835,1964,0,2014,5,1,35,50,0,675000.0
4.0,2.5,7.923348211930154,8.517393171418904,1.5,0,0,5,1680,6.985641817639208,1928,1970,2014,5,1,35,50,0,734200.0
4.0,2.25,8.029758520440822,9.68215486062588,1.0,0,3,3,1870,7.0909098220799835,1976,0,2014,5,1,23,25,0,1225000.0
2.0,1.75,7.621195162809845,10.26095218458911,1.5,1,3,4,2040,0.0,1919,1990,2014,5,1,41,40,0,615000.0
4.0,2.0,7.479299637782834,8.699681400989514,2.0,0,0,5,1770,0.0,1911,1981,2014,5,1,35,74,0,630000.0
4.0,3.75,8.157943507105037,9.123801610558944,2.0,0,0,3,3490,0.0,2012,1912,2014,5,1,3,3,0,1264000.0
2.0,1.5,6.7226297948554485,7.195937226475569,2.0,0,0,3,830,0.0,2005,0,2014,5,1,35,63,0,301500.0
2.0,2.5,6.8885724595653635,6.79794041297493,2.0,0,0,3,670,5.739792912179234,2009,0,2014,5,1,35,55,0,369000.0
3.0,2.5,7.359467638255621,7.2682230211595655,3.0,0,0,3,1570,0.0,2010,0,2014,5,1,35,47,0,635000.0
4.0,3.25,8.092851027538384,8.554103545436334,2.0,0,0,3,3110,5.081404364984463,2014,0,2014,5,1,31,31,0,1033888.0
4.0,2.5,7.6783263565068856,8.736168065858228,2.0,0,0,3,2160,0.0,2010,0,2014,5,1,21,23,0,383000.0
4.0,3.75,8.0959035329611,9.305741456739435,2.0,0,0,3,2320,6.8679744089702925,2008,0,2014,5,1,19,21,0,1050000.0
4.0,2.5,8.119993827725105,8.94715577112479,2.0,0,0,3,3360,0.0,2001,0,2014,5,5,32,36,0,455000.0
5.0,2.75,8.055475141757274,8.87066300440602,2.0,0,0,3,3150,0.0,2013,1923,2014,5,5,31,31,0,819900.0
3.0,3.5,7.501634457883413,7.52131798019924,2.0,0,0,4,1440,5.916202062607435,2009,0,2014,5,5,35,59,0,625000.0
4.0,2.5,7.916078096302786,8.87360810154911,2.0,0,0,3,2740,0.0,1993,0,2014,5,5,33,42,0,651000.0
5.0,4.75,8.25088114470065,10.463131911491967,1.0,0,0,3,2130,7.438971592395862,1976,0,2014,5,5,42,44,0,480000.0
3.0,3.25,8.068089626278244,8.572438665642215,2.0,0,0,3,3190,0.0,2007,0,2014,5,5,16,17,0,757000.0
3.0,2.25,7.762596048540069,9.254452946594503,1.0,0,0,3,1390,6.8679744089702925,1977,2004,2014,5,5,17,16,0,460000.0
4.0,2.25,7.828436359157585,9.007734471879521,1.0,0,0,4,1610,6.803505257608338,1972,0,2014,5,5,14,13,0,267345.0
2.0,2.0,7.427144133408616,8.507344855361422,1.0,0,0,3,1680,0.0,2006,0,2014,5,5,31,32,0,530000.0
3.0,2.0,7.479299637782834,8.796490207333578,1.0,0,0,4,960,6.698268054115413,1954,1979,2014,5,5,36,62,0,449500.0
3.0,1.0,6.994849985833071,8.897819009510757,1.0,0,0,5,1090,0.0,1981,0,2014,5,5,32,34,0,289000.0
5.0,2.5,8.007034012193408,8.650149418664864,2.0,0,0,3,3001,0.0,2006,0,2014,5,5,18,18,0,373000.0
5.0,3.0,7.804251383528112,8.432070937999402,2.0,0,0,3,2450,0.0,1994,0,2014,5,5,35,56,0,525000.0
3.0,3.25,8.191740021277457,10.996718722251758,2.0,0,0,3,2440,7.065613363597717,2003,0,2014,5,5,16,15,0,777000.0
4.0,2.0,7.719129840906732,8.922791623969637,1.0,0,0,5,1200,6.957497370876951,1956,0,2014,5,5,3,4,0,550000.0
3.0,1.5,7.123672785204607,8.95364003713313,1.0,0,0,4,1240,0.0,1957,2001,2014,5,5,3,7,0,523000.0
4.0,2.0,7.72356247227797,8.699681400989514,1.0,0,0,3,1430,6.7226297948554485,1958,2004,2014,5,5,35,54,0,628000.0
4.0,1.75,7.645397699428633,9.007612005404566,1.0,0,0,4,1070,6.928537818164665,1963,0,2014,5,5,31,31,0,581000.0
5.0,1.75,7.611347717403621,8.974997713204976,1.0,0,0,3,1220,6.68586094706836,1962,2003,2014,5,5,35,69,0,245000.0
3.0,1.75,7.581209826196346,8.517393171418904,1.0,0,0,5,980,6.8885724595653635,1911,1984,2014,5,5,35,51,0,415000.0
5.0,2.25,8.045908742270779,9.721545923560459,2.0,0,0,4,3120,0.0,1969,0,2014,5,5,43,3,0,1895000.0
3.0,1.5,7.1316985104669115,8.922791623969637,1.0,0,0,3,1250,0.0,1967,2011,2014,5,5,18,18,0,225000.0
3.0,2.25,7.307202314764738,9.169622538697624,1.0,0,0,4,1170,5.771441123130016,1987,0,2014,5,5,11,11,0,287000.0
6.0,3.0,7.969357742016346,7.771067086065406,2.5,0,0,3,2290,6.398594934535208,1906,2014,2014,5,5,35,46,0,799200.0
3.0,1.0,7.550135342488429,10.43084575693648,1.5,0,0,4,1900,0.0,1942,1982,2014,5,5,1,0,0,239950.0
3.0,1.75,7.427144133408616,7.783640596221253,1.0,0,0,5,870,6.698268054115413,1922,1956,2014,5,5,35,59,0,591000.0
3.0,2.5,7.616283561580385,9.035867930125628,2.0,0,0,4,2030,0.0,1975,0,2014,5,5,3,7,0,700000.0
4.0,2.5,8.227108234348146,9.071193240566025,1.0,0,0,3,2260,7.300472814267799,2004,2003,2014,5,5,32,36,0,475000.0
3.0,1.75,7.365812837209472,9.371693622333941,1.0,0,0,4,1180,5.993961427306569,1951,1999,2014,5,5,35,57,0,575000.0
3.0,2.25,7.484930283289661,8.71948076085107,1.5,0,0,4,1390,5.968707559985366,1927,0,2014,5,5,35,59,0,771000.0
2.0,1.0,6.814542897259958,8.73761303680885,1.0,0,0,3,910,0.0,1943,2002,2014,5,5,35,57,0,155000.0
7.0,4.0,8.14351740579748,8.999742789830492,2.0,0,0,3,3440,0.0,1970,2014,2014,5,5,35,47,0,550000.0
3.0,2.5,7.462214939768189,9.528866827722945,2.0,0,0,4,1740,0.0,1975,0,2014,5,5,3,7,0,645000.0
5.0,2.5,8.131824785007195,9.101752431559284,1.0,0,0,4,1700,7.438971592395862,1959,0,2014,5,5,36,62,0,464000.0
4.0,3.25,8.38958706681109,9.718723014091033,2.0,0,0,3,4400,0.0,2003,0,2014,5,5,33,43,0,1050000.0
3.0,2.5,7.606387389772652,9.567944883732848,2.0,0,0,3,2010,0.0,1977,2004,2014,5,5,41,40,0,350000.0
4.0,2.25,7.905072849498666,10.550093288660157,2.0,0,0,4,2710,0.0,1977,0,2014,5,5,42,44,0,591000.0
4.0,2.5,8.575650760987806,10.173972600159388,2.0,1,2,2,4570,6.594413459749778,1923,0,2014,5,5,35,48,0,2555000.0
3.0,1.5,7.1785454837637,8.263848131368906,1.0,0,0,3,1090,5.3981627015177525,1956,2001,2014,5,5,35,56,0,717000.0
4.0,1.5,7.576097340623111,9.438272440022189,1.5,0,0,3,1950,0.0,1939,1969,2014,5,5,34,72,0,225000.0
3.0,1.0,6.947937068614969,8.785080636539838,1.0,0,0,3,1040,0.0,1947,2012,2014,5,5,35,69,0,225000.0
3.0,1.75,6.994849985833071,8.881975184248867,1.0,0,0,3,1090,0.0,1968,1997,2014,5,5,19,22,0,345000.0
2.0,0.75,6.478509642208569,8.586905803827538,1.0,0,0,4,650,0.0,1931,0,2014,5,5,35,62,0,230000.0
3.0,2.0,7.300472814267799,8.79497643168877,1.0,0,2,3,740,6.608000625296087,1943,2002,2014,5,5,35,65,0,385000.0
2.0,1.0,6.673297967767654,7.878912912297133,1.0,0,0,3,790,0.0,1973,2013,2014,5,5,19,22,0,90000.0
4.0,2.5,8.177796683277778,9.316500567804573,1.0,0,2,3,2290,7.147559271189454,1986,0,2014,5,5,3,3,0,860000.0
4.0,2.5,8.006700845440367,8.621373010325902,2.0,0,0,3,3000,0.0,2006,0,2014,5,5,25,34,0,675000.0
4.0,2.5,8.157943507105037,8.921991410536698,2.0,0,3,3,3490,0.0,2000,0,2014,5,5,3,5,0,975000.0
3.0,1.75,7.75833346749091,9.25874951118387,1.0,0,0,4,2340,0.0,1967,0,2014,5,5,23,25,0,780000.0
3.0,1.75,7.409136443920128,9.018574356354229,1.0,0,0,5,1060,6.3818160174060985,1951,0,2014,5,5,36,67,0,370000.0
3.0,2.0,7.57095858316901,8.669227347271736,1.5,0,0,5,1150,6.673297967767654,1944,0,2014,5,5,35,50,0,665000.0
5.0,3.0,8.134760782418645,9.169622538697624,1.0,0,0,4,1870,7.340186835320115,1968,0,2014,5,5,31,31,0,675000.0
3.0,1.0,7.444833273892193,8.30671904320269,1.5,0,0,3,1710,0.0,1909,2004,2014,5,5,35,47,0,620000.0
4.0,1.5,7.916078096302786,8.294299608857235,2.0,0,0,5,1930,6.698268054115413,1905,0,2014,5,5,35,52,0,1105000.0
3.0,2.75,7.1316985104669115,6.794586580876499,2.0,0,0,3,1040,5.351858133476067,2010,0,2014,5,5,35,55,0,450000.0
3.0,2.25,7.804251383528112,10.649725161670181,1.0,0,0,4,2450,0.0,1978,2000,2014,5,5,9,26,0,450000.0
3.0,1.75,7.43307534889858,9.010791269515602,1.0,0,0,4,1690,0.0,1958,1972,2014,5,5,3,4,0,530000.0
4.0,1.75,7.576097340623111,9.497097016351463,1.0,0,0,4,1370,6.364750756851911,1969,0,2014,5,5,3,6,0,635000.0
5.0,2.0,7.736743682453495,8.871505346165781,1.0,0,0,3,1190,7.00397413672268,1964,2000,2014,5,5,3,7,0,580000.0
5.0,3.25,8.12296471523406,9.767610553984774,1.0,0,2,5,2000,7.223295679562314,1982,0,2014,5,5,23,25,0,1550000.0
3.0,1.0,6.994849985833071,9.0642735958414,1.0,0,0,4,1090,0.0,1973,0,2014,5,5,6,68,0,285000.0
3.0,1.0,7.0825485693553,9.157677719392877,1.0,0,0,4,1190,0.0,1953,1983,2014,5,5,26,68,0,375000.0
5.0,4.25,8.169336395928386,8.977777598745481,2.0,0,0,3,3530,0.0,2001,0,2014,5,5,23,25,0,1400000.0
3.0,1.0,7.273092595999522,8.517393171418904,2.0,0,0,3,1440,0.0,1910,2006,2014,5,5,35,47,0,560000.0
4.0,1.75,7.687538766201629,9.512664721164834,1.0,0,0,3,1090,6.994849985833071,1956,2001,2014,5,5,20,67,0,405000.0
4.0,1.0,7.252053951852814,8.699681400989514,1.0,0,0,3,810,6.398594934535208,1925,2002,2014,5,5,35,61,0,413000.0
3.0,2.5,7.576097340623111,9.018210874191142,2.0,0,0,3,1950,0.0,1990,2009,2014,5,5,1,0,0,287600.0
5.0,3.25,8.488999457045455,10.074242472958618,2.0,0,2,4,3820,6.947937068614969,1989,0,2014,5,5,23,25,0,1680000.0
3.0,1.0,7.415175109613295,8.88336291691676,1.0,0,0,3,1100,6.329720905522696,1963,2008,2014,5,5,1,0,0,225000.0
3.0,1.0,7.237778191923443,9.459073694289389,1.0,0,0,4,1390,0.0,1968,0,2014,5,5,42,44,0,319000.0
3.0,2.0,7.208600337960199,9.561067663645012,1.0,0,0,3,1350,0.0,1989,0,2014,5,5,11,11,0,322500.0
3.0,2.0,7.333676395657684,8.59452453435256,1.0,0,0,4,1530,0.0,1937,0,2014,5,5,35,54,0,570000.0
3.0,1.5,7.147559271189454,8.53954159508,1.0,0,0,3,1270,0.0,1950,2005,2014,5,5,35,54,0,465000.0
4.0,2.25,7.669028288589683,8.757154527656606,2.0,0,0,3,2140,0.0,2002,0,2014,5,5,38,38,0,435000.0
4.0,2.5,7.621195162809845,8.633552992532433,2.0,0,0,3,2040,0.0,2012,1912,2014,5,5,17,16,0,502000.0
3.0,3.5,7.964503363551548,8.534443544822764,2.0,0,0,3,2360,6.248042874508429,2007,0,2014,5,5,42,41,0,525000.0
3.0,2.5,7.365812837209472,7.057897937411856,2.0,0,0,3,1010,6.3473892096560105,2008,0,2014,5,5,35,53,0,525000.0
4.0,3.5,8.131824785007195,8.555836815008442,2.0,0,0,3,3400,0.0,2012,1912,2014,5,5,38,38,0,660000.0
4.0,2.5,8.166500319155052,8.820847033377717,2.5,0,0,3,2650,6.769641976852503,2006,0,2014,5,5,35,63,0,870000.0
4.0,2.5,7.701200180857446,8.48920515487607,2.0,0,0,3,2210,0.0,2013,1923,2014,5,5,35,56,0,650000.0
4.0,2.5,7.934155233536322,8.631057447565285,2.0,0,0,3,2790,0.0,2009,0,2014,5,5,32,37,0,505000.0
3.0,2.5,7.280008252884188,8.518991573357617,1.0,0,0,3,840,6.415096959171596,2007,0,2014,5,5,35,49,0,330000.0
4.0,1.75,7.390798521735676,8.513385953073284,1.0,0,0,4,860,6.634633357861686,1947,1988,2014,5,6,35,62,0,385000.0
3.0,1.5,7.107425474110705,6.99117688712121,3.0,0,0,3,1220,0.0,2007,0,2014,5,6,35,62,0,306000.0
3.0,1.75,7.601402334583733,8.517393171418904,1.0,0,0,4,1110,6.792344427470809,1921,0,2014,5,6,35,56,0,546000.0
4.0,2.5,7.692113339595466,8.902591637374087,2.5,0,0,5,2190,0.0,1958,0,2014,5,6,23,25,0,925000.0
4.0,1.75,7.550135342488429,9.018089684104343,1.0,0,0,4,950,6.85751406254539,1955,2009,2014,5,6,3,5,0,542000.0
3.0,1.0,7.438971592395862,8.38958706681109,1.5,0,0,4,1700,0.0,1906,1990,2014,5,6,35,59,0,800000.0
5.0,2.5,7.840312983320164,8.251403065380556,2.0,0,0,5,1760,6.660575149839686,1929,0,2014,5,6,35,56,0,620000.0
2.0,1.0,7.065613363597717,9.096723645189215,1.0,0,2,3,1170,0.0,1911,1979,2014,5,6,10,73,0,175000.0
3.0,2.25,7.659642954564682,9.616072111201778,2.0,0,0,3,2120,0.0,1984,0,2014,5,6,32,37,0,345000.0
3.0,1.75,7.682943169878292,10.183427229849748,1.0,0,0,3,1450,6.580639137284949,1986,0,2014,5,6,33,42,0,510000.0
4.0,2.75,7.804251383528112,9.616005460087013,1.0,0,0,5,2450,0.0,1974,0,2014,5,6,26,68,0,530000.0
2.0,1.0,6.55250788703459,8.556606193773073,1.0,0,0,5,700,0.0,1952,1998,2014,5,6,32,34,0,155000.0
3.0,2.5,7.484930283289661,8.88391747120797,1.0,0,0,4,1400,5.942799375126701,1986,0,2014,5,6,18,18,0,266000.0
3.0,2.0,7.523481312573497,9.018089684104343,1.0,0,0,4,1150,6.55250788703459,1952,0,2014,5,6,1,1,0,257200.0
3.0,2.0,7.359467638255621,8.649448770536708,1.0,0,0,3,1570,0.0,1998,2006,2014,5,6,1,45,0,265000.0
3.0,1.0,7.1631723908466425,8.612685172875459,1.0,0,0,3,980,5.739792912179234,1951,1994,2014,5,6,35,63,0,372220.0
5.0,2.0,7.438971592395862,8.897682313454224,1.0,0,0,3,1000,6.55250788703459,1956,2001,2014,5,6,35,51,0,337500.0
2.0,1.5,7.05617528410041,8.476579508530941,1.0,0,0,3,1159,0.0,1948,1994,2014,5,6,35,74,0,582500.0
3.0,2.75,7.523481312573497,9.169622538697624,1.5,0,0,5,1850,0.0,1965,0,2014,5,6,19,22,0,489200.0
2.0,1.0,6.734591659972948,8.167068178341237,1.0,0,0,3,840,0.0,1947,2012,2014,5,6,35,74,0,405100.0
3.0,2.5,7.43307534889858,7.389563953677635,2.0,0,0,3,1150,6.293419278846481,2014,0,2014,5,6,16,17,0,372977.0
3.0,1.0,6.957497370876951,9.197964100908127,1.0,0,0,3,1050,0.0,1953,0,2014,5,6,17,16,0,310000.0
3.0,1.75,7.244941546337007,8.249575150000199,1.5,0,0,4,1100,5.707110264748875,1904,0,2014,5,6,35,56,0,538000.0
3.0,2.5,7.844240718141811,8.881975184248867,2.0,0,2,3,2550,0.0,1981,2013,2014,5,6,35,64,0,1400000.0
3.0,2.5,7.518064181233078,8.51959031601596,2.0,0,0,3,1840,0.0,2012,1912,2014,5,6,21,23,0,317000.0
3.0,1.5,7.766840537085513,8.81744592104187,2.0,0,0,5,1930,6.066108090103747,1926,0,2014,5,6,35,47,0,702500.0
4.0,2.5,7.714677473800927,9.593423529191217,2.0,0,0,4,2240,0.0,1989,0,2014,5,6,25,37,0,565000.0
4.0,2.5,7.901377353792616,8.29529885950246,2.0,0,0,3,2700,0.0,2004,2003,2014,5,6,16,17,0,723000.0
3.0,2.5,8.016647877057803,10.309219291761723,1.5,0,0,4,3030,0.0,1992,0,2014,5,6,42,44,0,766950.0
3.0,1.75,7.5126175446745105,8.54110501146255,1.5,0,2,5,1830,0.0,1903,0,2014,5,6,35,59,0,682000.0
3.0,2.5,7.7057128238944275,8.707813551024888,2.0,0,0,4,2220,0.0,1990,0,2014,5,6,18,19,0,325000.0
3.0,2.5,7.645397699428633,8.941283763647567,1.0,0,0,3,1360,6.594413459749778,1962,2014,2014,5,6,36,62,0,543000.0
3.0,1.75,7.3783837129967145,8.71948076085107,1.5,0,0,3,1600,0.0,1924,2011,2014,5,6,35,54,0,525000.0
4.0,1.75,7.606387389772652,9.062536177207788,1.0,0,0,4,1340,6.508769136971682,1957,2001,2014,5,6,36,62,0,364000.0
2.0,1.0,6.7226297948554485,8.294299608857235,1.0,0,0,3,830,0.0,1955,2005,2014,5,6,35,56,0,394475.0
4.0,2.5,7.606387389772652,8.885579291282982,2.0,0,0,3,2010,0.0,1995,0,2014,5,6,1,45,0,316000.0
3.0,1.0,6.957497370876951,8.594709633844065,1.5,0,0,4,1050,0.0,1906,1990,2014,5,6,35,64,0,339950.0
4.0,2.5,7.67368812926773,10.582789326274021,1.0,0,0,3,1420,6.594413459749778,1978,0,2014,5,6,13,14,0,486000.0
3.0,1.0,6.7580945044277305,9.38437770918244,1.0,0,0,4,860,0.0,1963,0,2014,5,6,18,18,0,160000.0
3.0,2.5,8.03947991910045,9.930810848185018,1.0,0,0,3,3100,0.0,1954,2005,2014,5,6,36,70,0,930000.0
3.0,1.0,7.00397413672268,9.760482858119124,1.0,0,0,3,1100,0.0,1978,0,2014,5,6,1,0,0,139000.0
3.0,1.5,7.5126175446745105,8.987321812850125,1.0,0,0,4,1830,0.0,1957,2001,2014,5,6,3,7,0,562000.0
2.0,1.75,7.1316985104669115,10.445695557530787,1.0,0,0,4,1250,0.0,1950,1983,2014,5,6,14,2,0,299000.0
3.0,2.5,7.507141079727608,8.493719835230594,2.0,0,0,3,1820,0.0,2005,0,2014,5,6,17,16,0,511000.0
3.0,2.0,7.645397699428633,10.661719979752007,1.5,0,0,3,2090,0.0,1959,1998,2014,5,6,30,30,0,499000.0
3.0,3.5,7.650168700845001,9.42424134192346,2.0,0,0,3,2100,0.0,1980,0,2014,5,6,40,69,0,356000.0
4.0,2.5,7.745435610274381,9.54852542660107,2.0,0,0,3,2310,0.0,1991,0,2014,5,6,11,11,0,470000.0
4.0,2.25,7.630946580890459,8.639410824140487,1.0,0,0,5,1360,6.55250788703459,1941,0,2014,5,6,35,74,0,715000.0
4.0,2.25,8.405367376233981,11.008313827670705,2.0,0,0,3,4470,0.0,1988,2000,2014,5,6,42,41,0,1120000.0
3.0,1.0,7.415175109613295,8.922791623969637,1.0,0,0,4,1060,6.398594934535208,1940,2001,2014,5,6,35,60,0,458000.0
5.0,4.5,8.24564690087386,8.98969370086056,2.0,0,0,3,3810,0.0,2008,0,2014,5,6,33,43,0,966000.0
3.0,1.75,7.65491704784832,9.23024103368252,2.0,0,0,4,2110,0.0,1966,0,2014,5,6,32,37,0,305495.0
3.0,2.25,7.58629630715272,8.220672170297252,2.0,0,0,3,1970,0.0,1997,0,2014,5,6,32,34,0,340000.0
4.0,2.5,7.81237820598861,10.413492839918217,2.0,0,0,3,2470,0.0,1993,0,2014,5,6,31,32,0,633100.0
3.0,1.0,7.300472814267799,8.965845494750937,1.0,0,0,3,1480,0.0,1952,2008,2014,5,6,36,62,0,310000.0
5.0,3.0,7.722234744709607,9.222071294851881,1.0,0,0,3,1363,6.796823718274855,2005,0,2014,5,6,34,72,0,349950.0
2.0,1.0,6.55250788703459,8.699681400989514,1.0,0,0,4,700,0.0,1949,1985,2014,5,6,36,67,0,267800.0
4.0,2.0,7.396948602621014,9.106201332235038,1.0,0,0,4,1050,6.364750756851911,1975,0,2014,5,6,1,45,0,234000.0
4.0,2.5,8.14060704285845,9.22601685136119,2.0,0,0,3,3430,0.0,2000,0,2014,5,6,19,22,0,740000.0
5.0,1.75,7.7057128238944275,8.699681400989514,1.5,0,0,3,1420,6.68586094706836,1923,1998,2014,5,6,35,74,0,607500.0
3.0,1.75,7.201170883281678,8.91918561004543,1.0,0,0,4,1340,0.0,1973,0,2014,5,6,1,1,0,223000.0
2.0,1.0,6.8885724595653635,7.664346632098617,1.0,0,0,4,860,4.795790545596741,1918,1974,2014,5,6,35,56,0,400000.0
3.0,2.5,7.855932199718614,9.480138475329403,2.0,0,0,3,2580,0.0,1986,0,2014,5,6,31,31,0,802000.0
4.0,2.5,7.7102051944325325,8.421122722665503,2.0,0,0,3,2230,0.0,2006,0,2014,5,6,9,26,0,253000.0
4.0,2.0,7.736743682453495,9.318117964149614,1.0,0,0,4,2290,0.0,1955,2009,2014,5,6,3,3,0,1058000.0
3.0,1.0,7.13966033596492,9.0217190130337,1.0,0,0,3,1260,0.0,1946,0,2014,5,6,35,54,0,300000.0
4.0,2.75,7.427144133408616,9.321971188147367,1.0,0,0,4,1680,0.0,1966,0,2014,5,6,31,31,0,625000.0
4.0,3.25,8.071218539969863,8.86531163267185,2.0,0,0,3,3200,0.0,2004,2003,2014,5,6,33,43,0,707000.0
4.0,2.5,8.108021221376747,8.941807118363164,2.0,0,0,3,3320,0.0,1995,0,2014,5,6,3,5,0,950000.0
4.0,2.5,8.019941687677365,10.090962474570878,2.0,0,0,3,3040,0.0,1999,0,2014,5,6,1,45,0,420000.0
4.0,2.75,7.7279755421055585,8.90598676523643,1.0,0,0,4,1290,6.8885724595653635,1973,0,2014,5,6,19,22,0,498000.0
3.0,2.5,7.976251943745623,9.751093661983862,2.0,0,0,3,2910,0.0,1989,0,2014,5,6,14,2,0,450000.0
5.0,2.25,7.828436359157585,9.199077179697472,2.0,0,0,3,2510,0.0,1972,2002,2014,5,6,23,25,0,955000.0
2.0,1.0,7.123672785204607,8.881975184248867,1.0,0,0,3,1240,0.0,1967,2011,2014,5,6,40,69,0,215000.0
3.0,2.75,7.855932199718614,8.556606193773073,2.0,0,0,3,2580,0.0,2008,0,2014,5,6,32,37,0,437000.0
3.0,2.75,7.81237820598861,8.188966863648876,2.0,0,0,3,2470,0.0,2007,0,2014,5,6,16,17,0,773000.0
4.0,3.5,8.499232866039245,9.15324077993561,1.5,0,0,3,3110,7.496097345175956,2007,0,2014,5,6,33,42,0,1222500.0
